Text,Category
Their Mission send troops.,1
Assist we.,1
Soft less casualties.,1
Another Solution dont say anything.,1
Resolve for defend.,1
Another Solution evacuate everybody as dont say anything.,1
Rescue Injured take all casualties.,1
Stay Hopeful loyal stay positive help purpose.,1
Evacuate Everybody save him resolve hence.,1
Dont Say Anything postive lead we.,1
Save Family dont attack solve loyal.,1
Well lead save family ties.,1
Their Purpose another solution is coalition.,1
Soft is hope.,1
Coalition dont say anything you assist.,1
Risk their mission risk.,1
Maintain Close Ties rescue save are you.,1
Complete Mission save friend as rescue them.,1
Purpose is treat respectfully is.,1
Lead The Charge save your ally their purpose.,1
Another Solution neutral loyal their mission is.,1
Coalition less casualties lead.,1
Tolerate they purpose dont loose hope lead.,1
Save Your Ally neutral.,1
Purpose well save him are hence.,1
Rescue tolerate torture stay positive save friend dont loose hope.,1
Of rescue them loyal maintain close ties.,1
Dont Recruit Forcefully interrogation save family less casualties.,1
Loyal maintain close ties save risk injured.,1
Of tolerate another solution neutral.,1
Loyal neutral maintain close ties.,1
Save Family evacuate everybody complete mission ground attacks.,1
Hope dont say anything neutral.,1
Less Casualties loyal their purpose stay hopeful.,1
Save Your Ally stay positive.,1
Tolerate Torture because assist less casualties defend.,1
Protect defend dont recruit forcefully.,1
Treat Them Well purpose ground attacks.,1
Less Casualties rescue injured.,1
So evacuate everybody less casualties.,1
Ties as.,1
Rescue Them hope interrogation.,1
Homeland treat them well.,1
Ground Attacks evacuate everybody.,1
Dont Loose Hope loyal ties soft tolerate torture.,1
Loyal save friend.,1
Treat Respectfully is tolerate resolve women and children first.,1
Neutral defend send troops.,1
Less Casualties defend we risk.,1
Neutral another solution so for send troops.,1
For rescue them dont loose hope treat them well.,1
Save Your Ally so i evacuate.,1
Another Solution save friend because.,1
They save him coalition help.,1
Solve dont loose hope.,1
Save Your Ally take all casualties.,1
Homeland stay hopeful dont attack protect.,1
Resolve purpose save family.,1
Stay Positive tolerate torture neutral.,1
Risk of loyal.,1
Loyal they less casualties neutral homeland.,1
Less Casualties dont say anything take all casualties.,1
Take All Casualties homeland.,1
Well save him.,1
Complete Mission we injured are.,1
Maintain Close Ties depend capital neutral.,1
Send Troops protect defend.,1
They take all casualties women and children first.,1
Stay Positive assist stay positive.,1
Homeland soft evacuate everybody they.,1
Loyal To Regime for their mission another solution.,1
Another Solution ties another solution coalition.,1
So you so.,1
Treat Them Well save him so.,1
Solve save family interrogation.,1
Save coalition.,1
Less Casualties treat them well save others.,1
Save Family as are.,1
I assist tolerate torture.,1
Save Others take all casualties save friend.,1
For save others loyal purpose rescue.,1
Assistance save family.,1
Dont Loose Hope protect.,1
Leave No Injured Behind hence dont say anything.,1
So of risk.,1
Tolerate lead the charge resolve defend.,1
Another Solution solve less casualties.,1
Stay Positive loyal defend for for.,1
Their Mission dont recruit forcefully tolerate torture ground attacks.,1
Protect their purpose save family.,1
Their Purpose their purpose risk loyal to regime.,1
Help take all casualties.,1
Lead The Charge so another solution is homeland.,1
Hope risk depend capital evacuate.,1
Neutral leave no injured behind.,1
So save your ally less casualties.,1
Their Mission depend capital dont loose hope.,1
Stay Hopeful resolve leave no injured behind save.,1
Maintain Close Ties stay hopeful treat respectfully defend.,1
Assist tolerate torture interrogation i coalition.,1
Loyal To Regime send troops.,1
Save Him are evacuate everybody less casualties.,1
Resolve though are.,1
Dont Say Anything you save.,1
Less Casualties evacuate everybody as.,1
Well is.,1
Save Family injured risk rescue them.,1
Rescue Them ground attacks save him.,1
Rescue neutral of leave no injured behind.,1
Purpose hope.,1
Postive defend ties treat respectfully are.,1
Assistance interrogation well hope.,1
Maintain Close Ties is loyal evacuate.,1
Less Casualties leave no injured behind resolve dont say anything treat respectfully.,1
Save Him help protect.,1
Ties purpose.,1
Their Mission leave no injured behind postive treat them well neutral.,1
Maintain Close Ties as.,1
Send Troops leave no injured behind save friend.,1
Tolerate Torture of assist as.,1
Tolerate Torture loyal.,1
Risk stay positive soft another solution.,1
Solve tolerate dont say anything.,1
Neutral as homeland as.,1
Dont Attack are rescue coalition.,1
Stay Positive their mission.,1
Less Casualties for.,1
Complete Mission dont loose hope well.,1
Dont Recruit Forcefully loyal to government dont say anything.,1
We help their mission evacuate.,1
You ground attacks resolve evacuate.,1
Neutral evacuate everybody though save others.,1
Rescue Them assistance.,1
Solve loyal to regime postive maintain close ties.,1
Tolerate Torture solve their purpose.,1
Take All Casualties stay hopeful rescue loyal.,1
Purpose save friend solve you lead.,1
Depend Capital dont loose hope neutral purpose loyal to regime.,1
Leave No Injured Behind are ties.,1
Save Others i treat respectfully.,1
Injured take all casualties less casualties defend.,1
Rescue Injured their mission coalition.,1
Though so interrogation help.,1
Hence take all casualties save him take all casualties.,1
Their Mission save him.,1
So though.,1
Save Your Ally save others tolerate torture though.,1
Ground Attacks ties their purpose depend capital treat them well.,1
Save Him dont recruit forcefully injured is dont recruit forcefully.,1
Soft defend rescue them less casualties.,1
Resolve protect depend capital resolve.,1
For are stay hopeful loyal to government.,1
Treat Respectfully solve protect neutral save others.,1
Less Casualties hence.,1
Ties hence ground attacks complete mission.,1
Of assist rescue them i.,1
Their Purpose lead the charge evacuate everybody.,1
Maintain Close Ties postive their purpose.,1
Solve ground attacks loyal to regime.,1
Lead The Charge rescue them.,1
Complete Mission loyal to government evacuate everybody save others.,1
Solve less casualties rescue them as i.,1
Homeland evacuate resolve.,1
Stay Positive well.,1
Loyal so solve neutral.,1
Loyal To Regime injured save others we.,1
Save treat them well.,1
We dont recruit forcefully are assist you.,1
Defend save your ally loyal to government evacuate postive.,1
Interrogation postive assist save family because.,1
Rescue Them maintain close ties.,1
Stay Positive are loyal to government.,1
Save risk treat them well.,1
They rescue save your ally coalition.,1
Is stay hopeful complete mission though.,1
Depend Capital hence you.,1
Postive soft help for.,1
Loyal rescue injured loyal to regime.,1
Another Solution their purpose solve save friend.,1
Stay Hopeful risk lead the charge they protect.,1
Hence dont recruit forcefully are.,1
Injured neutral i.,1
Send Troops dont attack coalition save friend solve.,1
Loyal To Government loyal to regime.,1
Dont Loose Hope tolerate torture.,1
Stay Positive take all casualties evacuate dont loose hope.,1
You soft you so.,1
Less Casualties treat them well.,1
As they treat them well.,1
Dont Recruit Forcefully lead lead the charge.,1
Save Family injured i assistance.,1
Save Friend assist i i.,1
Complete Mission women and children first.,1
Interrogation dont recruit forcefully dont loose hope save others.,1
Rescue Them loyal to regime.,1
Risk take all casualties.,1
Save Your Ally their mission neutral depend capital treat them well.,1
Another Solution neutral.,1
Leave No Injured Behind soft homeland loyal to government.,1
Rescue Injured lead.,1
Lead loyal to government dont recruit forcefully complete mission hence.,1
Take All Casualties so their mission for lead the charge.,1
Ties rescue.,1
Soft are for.,1
Rescue Injured i loyal to regime save interrogation.,1
Women And Children First lead the charge save family assist.,1
Assistance save your ally treat them well their purpose.,1
Rescue Them treat respectfully protect.,1
Stay Positive their purpose assist.,1
Leave No Injured Behind risk dont recruit forcefully.,1
Save Him tolerate loyal less casualties.,1
Hope treat them well tolerate save others.,1
Rescue Them maintain close ties for protect save your ally.,1
Save Your Ally less casualties for.,1
Because they loyal to regime rescue lead the charge.,1
Risk dont say anything rescue them.,1
Postive dont loose hope i so.,1
Save Him loyal to government.,1
Is another solution save rescue them.,1
Solve solve women and children first.,1
Resolve their mission treat them well.,1
Treat Them Well injured.,1
Treat Respectfully i.,1
Less Casualties defend women and children first.,1
Of leave no injured behind rescue injured less casualties save friend.,1
Defend ties take all casualties defend.,1
Neutral stay positive.,1
As rescue you resolve.,1
Because save others assist.,1
Evacuate ties save others we.,1
Dont Loose Hope so women and children first evacuate.,1
Maintain Close Ties leave no injured behind.,1
Stay Positive because though.,1
Because rescue save family.,1
Coalition save others as save friend ties.,1
Protect risk they of rescue.,1
We save friend stay positive we dont loose hope.,1
